ifile	run	class	subcxi	event	indby	phoen	bmdv	bmbw	aclen	npeak	ltype	cent	a	b	c	alpha	beta	gamma	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	sfile	istart	iend	cstart	cend	pstart	pend	rstart	rend	multi	/cheetah/frameNumber	/LCLS/machineTime
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	768	mosflm-comb-latt-nocell-retry-multi-refine	9474.224609	0.000000	0.000000	0	143	orthorhombic	P	13.004420	22.701389	30.851770	90.354218	90.211792	90.048378	0.003580	0.007000	-0.009000	2.060000	4099	0	22	-0.012698	-0.062177	-0.043428	-0.001270	0.025356	-0.035999	0.031929	-0.003828	-0.004068	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	74039771	-1	74046939	74368704	74040273	74046922	74047488	74368669	1	20813	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	769	mosflm-comb-latt-nocell-retry-multi-refine	9482.496094	0.000000	0.000000	0	190	orthorhombic	P	13.041440	22.619459	30.871941	90.046387	90.106812	89.925484	0.004510	0.003000	-0.014000	2.330000	5160	0	35	-0.015823	0.059198	-0.046096	-0.021420	0.019983	0.033111	0.027506	0.014499	0.009078	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	75801171	-1	75810500	76215397	75801673	75810483	75811049	76215362	1	20814	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	767	mosflm-comb-latt-nocell-retry-multi-refine	9480.437500	0.000000	0.000000	0	258	orthorhombic	P	13.032870	22.635759	30.850519	90.029411	89.974571	90.126907	0.006880	-0.004000	-0.008000	2.380000	7946	0	39	-0.037326	0.032032	-0.058890	0.024373	-0.023516	-0.028367	-0.021915	-0.023865	0.000928	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	76215419	-1	76227877	76850984	76215921	76227860	76228427	76850949	1	20812	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	771	mosflm-comb-latt-nocell-retry-multi-refine	9473.527344	0.000000	0.000000	0	259	orthorhombic	P	12.975910	22.703739	30.846140	89.996002	89.974052	90.130692	0.005260	0.002000	-0.003000	2.410000	6011	0	28	-0.048070	0.030165	0.052140	0.021892	-0.020553	0.032223	0.019526	0.025690	0.003117	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	76851006	-1	76863509	77335015	76851508	76863492	76864058	77334980	1	20816	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	773	mosflm-comb-latt-nocell-retry-multi-refine	9479.595703	0.000000	0.000000	0	237	orthorhombic	P	12.980930	22.653990	30.882650	90.138252	89.959648	90.055840	0.024120	-0.011000	0.008000	1.970000	25236	0	242	0.039056	0.037793	-0.054597	0.031395	-0.031017	0.000928	-0.015747	-0.016733	-0.022816	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	79923433	-1	80727695	82705168	79923935	79934907	80728246	82705133	2	20819	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	780	mosflm-comb-latt-nocell-retry-multi-refine	9475.455078	0.000000	0.000000	0	289	orthorhombic	P	12.974650	22.672340	30.880779	90.124023	90.106010	90.193520	0.015720	-0.005000	-0.022000	2.160000	16553	0	158	0.018987	-0.053553	0.052077	-0.025652	0.019793	0.029927	-0.025111	-0.018148	-0.009418	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83474979	-1	85494600	86792161	83475481	83488845	85495152	86792126	2	20826	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	778	mosflm-comb-latt-nocell-retry-multi-refine	9480.506836	0.000000	0.000000	0	296	orthorhombic	P	13.132440	22.558781	30.849510	89.964142	90.093330	90.208260	0.010850	0.018000	-0.023000	2.390000	12069	0	33	-0.039858	0.047365	-0.044344	-0.013819	0.022163	0.035817	0.025708	0.019617	-0.002245	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	86792183	-1	86806388	87752475	86792685	86806371	86806938	87752440	1	20823	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	778	mosflm-comb-latt-nocell-retry-multi-refine	9480.506836	0.000000	0.000000	0	296	orthorhombic	P	13.007840	22.711020	30.865829	90.099930	90.061020	89.724930	0.028180	-0.013000	0.016000	2.260000	28425	0	120	-0.073990	-0.012379	0.016805	0.009884	0.000485	0.042906	-0.005182	0.031969	0.000890	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	86792183	-1	87752475	89980109	86792685	86806371	87753026	89980074	2	20823	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	789	mosflm-comb-latt-nocell-retry-multi-refine	9472.005859	0.000000	0.000000	0	271	orthorhombic	P	13.044610	22.604210	30.786261	90.631187	89.580498	90.185341	0.010160	-0.004000	-0.036000	2.350000	11774	0	63	-0.054191	-0.029237	0.045669	-0.026315	-0.006274	-0.035008	0.012501	-0.029638	-0.004537	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	89994249	-1	90007305	90930222	89994751	90007288	90007856	90930187	1	20836	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	785	dirax-comb-nolatt-nocell-retry-multi-refine	9473.555664	0.000000	0.000000	0	250	orthorhombic	P	13.031020	22.680870	30.757259	89.875252	89.947052	90.202682	0.029430	-0.016000	0.008000	2.150000	29395	0	237	-0.042154	0.034174	-0.054262	-0.030543	-0.031593	0.003610	-0.015222	0.017425	0.022842	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	90930244	-1	90942335	93245563	90930747	90942318	90942886	93245528	1	20831	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	797	mosflm-comb-latt-nocell-retry-multi-refine	9477.558594	0.000000	0.000000	0	226	orthorhombic	P	13.018990	22.575291	30.813351	90.123871	89.987999	90.119843	0.003140	0.009000	-0.013000	2.450000	3545	0	29	-0.050781	0.034683	-0.046025	0.026925	-0.006296	-0.034606	-0.014165	-0.028595	-0.005908	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93662425	-1	93673410	93951746	93662927	93673393	93673959	93951711	1	20846	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	798	dirax-comb-nolatt-nocell-retry-multi-refine	9476.112305	0.000000	0.000000	0	246	orthorhombic	P	13.035080	22.735809	30.752560	89.901169	90.519989	90.368874	0.006360	-0.007000	-0.021000	2.350000	5841	0	74	0.012085	0.011250	-0.074923	0.043435	-0.002931	0.006276	-0.001445	-0.032044	-0.005346	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	97768935	-1	97780841	98239389	97769438	97780824	97781391	98239354	1	20847	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	800	mosflm-comb-latt-nocell-retry-multi-refine	9471.314453	0.000000	0.000000	0	228	orthorhombic	P	12.996060	22.661280	30.784870	90.277451	90.130386	89.969978	0.008140	0.007000	0.004000	2.230000	9285	0	57	0.015794	-0.073656	0.015688	0.015169	0.011741	0.039742	-0.029696	-0.003757	0.012619	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	98239411	-1	98250488	98978434	98239913	98250471	98251036	98978399	1	20850	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	795	mosflm-comb-latt-nocell-retry-multi-refine	9471.044922	0.000000	0.000000	0	228	orthorhombic	P	12.954730	22.685360	30.836950	90.138329	90.086571	90.107361	0.004510	-0.006000	-0.011000	2.380000	4867	0	31	-0.042490	0.044152	0.046944	0.019853	-0.017976	0.035013	0.022783	0.023056	-0.000983	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	98978456	-1	98989533	99371491	98978958	98989516	98990083	99371456	1	20845	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	795	mosflm-comb-latt-nocell-retry-multi-refine	9471.044922	0.000000	0.000000	0	228	orthorhombic	P	13.102470	22.527399	30.853821	89.641167	89.875122	89.816513	0.028360	-0.005000	0.024000	2.220000	29975	0	244	-0.035460	0.045978	0.049534	0.021351	-0.019840	0.033483	0.024064	0.021524	-0.002860	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	98978456	-1	99371491	101720318	98978958	98989516	99372042	101720283	2	20845	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	804	mosflm-comb-latt-nocell-retry-multi-refine	9471.022461	0.000000	0.000000	0	248	orthorhombic	P	13.036930	22.710251	30.763769	90.023178	90.200684	89.994789	0.006500	0.008000	-0.018000	2.350000	6354	0	75	-0.026052	0.008485	-0.071645	0.031694	0.029494	-0.008028	0.019652	-0.023845	-0.010092	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	103721230	-1	103733227	104231900	103721732	103733210	103733776	104231865	1	20873	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	809	mosflm-comb-latt-nocell-retry-multi-refine	9472.225586	0.000000	0.000000	0	104	orthorhombic	P	13.065190	22.700729	30.833269	89.973877	90.193298	90.716461	0.005910	0.001000	-0.014000	1.940000	6831	0	33	-0.038080	0.061625	0.024728	0.019105	0.024897	-0.030919	-0.024309	-0.006701	-0.020397	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	105794029	-1	105799402	106335146	105794531	105799385	105799951	106335111	1	20875	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	805	mosflm-comb-latt-nocell-retry-multi-refine	9467.715820	0.000000	0.000000	0	261	orthorhombic	P	13.057410	22.640631	30.961201	89.878151	90.420273	90.254723	0.006310	-0.002000	-0.008000	2.020000	6588	0	74	-0.023698	0.041262	0.060013	0.033577	0.028102	-0.005813	-0.018518	0.018008	-0.019392	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	106350967	-1	106363562	106880596	106351469	106363545	106364112	106880561	1	20872	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	808	mosflm-comb-latt-nocell-retry-multi-refine	9475.339844	0.000000	0.000000	0	284	orthorhombic	P	12.991530	22.624109	30.806829	90.516907	90.388206	89.831459	0.027450	0.001000	0.020000	2.150000	28525	0	297	-0.028463	-0.052263	-0.048822	0.006601	0.027968	-0.033587	0.029736	-0.012159	-0.004666	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	109661210	-1	110822060	113057344	109661712	109674846	110822610	113057309	2	20870	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	816	mosflm-comb-latt-nocell-retry-multi-refine	9470.332031	0.000000	0.000000	0	149	orthorhombic	P	13.086350	22.563049	30.845980	90.536163	90.714844	90.133682	0.006250	0.023000	-0.012000	2.060000	7120	0	43	-0.042442	-0.031131	-0.055406	0.023617	0.021823	-0.030503	0.020598	-0.024930	-0.002330	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	113061388	-1	113068831	113627188	113061890	113068814	113069380	113627153	1	20888	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	817	mosflm-comb-latt-nocell-retry-multi-refine	9472.109375	0.000000	0.000000	0	216	orthorhombic	P	13.055710	22.690161	30.806999	90.303520	90.568970	89.789864	0.012120	-0.011000	-0.031000	2.070000	13954	0	91	0.062823	0.030204	-0.031755	-0.021045	0.038439	-0.004687	0.010558	0.009534	0.029179	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	113627210	-1	113637735	114731452	113627712	113637718	113638286	114731417	1	20890	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	825	mosflm-comb-latt-nocell-retry-multi-refine	9479.016602	0.000000	0.000000	0	364	orthorhombic	P	12.970570	22.645571	30.824030	90.363297	89.662781	89.910950	0.006140	-0.032000	-0.010000	2.400000	7039	0	52	-0.031063	0.045098	0.054273	-0.018644	0.024828	-0.031401	-0.026344	-0.018932	0.000382	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	116139924	-1	116157257	116709343	116140426	116157240	116157807	116709308	1	20901	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	828	mosflm-comb-latt-nocell-retry-multi-refine	9478.145508	0.000000	0.000000	0	223	orthorhombic	P	12.991480	22.709080	30.834110	89.672523	90.345222	90.553619	0.007660	0.004000	0.006000	2.270000	8898	0	28	-0.050568	0.031228	0.048922	-0.021458	0.018829	-0.033532	-0.018869	-0.026266	-0.002433	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	116723206	-1	116734053	117431671	116723708	116734036	116734601	117431636	1	20904	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	824	mosflm-comb-latt-nocell-retry-multi-refine	9477.744141	0.000000	0.000000	0	260	orthorhombic	P	12.956250	22.664221	30.839790	89.979813	90.102699	90.038261	0.020590	0.007000	-0.003000	2.250000	22558	0	185	-0.036397	0.032465	-0.059820	-0.022494	0.025930	0.027721	0.023317	0.022437	-0.002085	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	117987302	-1	119369384	121137125	117987804	117999834	119369935	121137090	2	20898	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	834	mosflm-comb-latt-nocell-retry-multi-refine	9479.786133	0.000000	0.000000	0	237	orthorhombic	P	12.998680	22.648081	30.870609	90.313057	90.316551	90.117706	0.008930	0.005000	-0.012000	2.260000	10367	0	50	-0.035442	-0.038921	-0.056104	0.024541	0.020934	-0.030152	0.022407	-0.023327	0.001782	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	121673038	-1	121684529	122497316	121673540	121684512	121685079	122497281	1	20908	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	840	mosflm-comb-latt-nocell-retry-multi-refine	9476.746094	0.000000	0.000000	0	191	orthorhombic	P	12.949540	22.659090	30.888809	90.051262	90.099716	90.265823	0.004540	0.005000	0.000000	2.250000	4878	0	27	-0.035659	-0.032068	0.060527	-0.017672	0.039044	0.010536	-0.025696	-0.006589	-0.018558	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	123142443	-1	123151818	123534688	123142945	123151801	123152366	123534653	1	20916	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	839	mosflm-comb-latt-nocell-retry-multi-refine	9470.512695	0.000000	0.000000	0	178	orthorhombic	P	13.002980	22.658609	30.758410	90.081787	89.981842	90.186523	0.006260	0.007000	-0.007000	2.150000	6924	0	32	-0.038183	0.036933	-0.055610	-0.030506	-0.031890	-0.000432	-0.017167	0.016053	0.022463	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	123534710	-1	123543487	124086538	123535212	123543470	123544036	124086503	1	20915	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	842	mosflm-comb-latt-nocell-retry-multi-refine	9471.960938	0.000000	0.000000	0	166	orthorhombic	P	12.951760	22.635910	30.918180	90.045052	89.982979	90.209839	0.005390	0.003000	-0.015000	2.080000	6212	0	37	0.000038	-0.058500	-0.050390	0.037250	0.015392	-0.018090	0.017410	-0.017776	0.020664	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	124086560	-1	124094785	124582064	124087062	124094768	124095334	124582029	1	20919	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	843	mosflm-comb-latt-nocell-retry-multi-refine	9469.422852	0.000000	0.000000	0	308	orthorhombic	P	12.905720	22.740311	30.886450	89.711678	89.952148	90.080971	0.013440	0.021000	-0.013000	2.260000	14898	0	115	-0.044820	0.010289	0.062364	0.021856	-0.031836	0.021038	0.020856	0.022025	0.011322	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	124582086	-1	124596843	125764664	124582588	124596826	124597394	125764629	1	20920	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	844	mosflm-comb-latt-nocell-retry-multi-refine	9470.181641	0.000000	0.000000	0	191	orthorhombic	P	12.952970	22.672421	30.826960	90.017754	90.091476	90.011703	0.004830	0.004000	-0.005000	2.520000	5546	0	18	0.026752	-0.050021	-0.052369	-0.024667	0.019304	-0.031053	0.024440	0.020191	-0.006877	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	125764686	-1	125774061	126209181	125765188	125774044	125774610	126209146	1	20921	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	849	mosflm-comb-latt-nocell-retry-multi-refine	9476.385742	0.000000	0.000000	0	318	orthorhombic	P	12.980680	22.611111	30.814699	90.404900	90.340988	89.926666	0.006630	-0.002000	-0.029000	2.470000	7702	0	33	-0.053955	-0.029773	0.046233	0.026038	0.007300	0.034997	-0.013139	0.029413	0.003929	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	131989278	-1	132004495	132608425	131989780	132004478	132005045	132608390	1	20928	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	852	mosflm-comb-latt-nocell-retry-multi-refine	9467.697266	0.000000	0.000000	0	270	orthorhombic	P	12.992120	22.667271	30.780310	90.082962	89.982697	90.149727	0.005900	0.001000	-0.007000	2.330000	6757	0	30	0.022855	-0.062846	0.038109	0.010516	0.024848	0.034903	-0.030039	-0.003763	0.011789	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	132608447	-1	132621456	133151387	132608949	132621439	132622005	133151352	1	20931	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	853	mosflm-comb-latt-nocell-retry-multi-refine	9468.057617	0.000000	0.000000	0	189	orthorhombic	P	12.969040	22.637150	30.798201	90.023033	90.055573	89.942902	0.002880	-0.001000	-0.007000	2.570000	3024	0	15	0.020097	0.034735	0.065841	-0.015840	0.038255	-0.015398	-0.029105	-0.006966	0.012596	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	133151409	-1	133160692	133398335	133151911	133160675	133161242	133398300	1	20932	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	855	mosflm-comb-latt-nocell-retry-multi-refine	9475.467773	0.000000	0.000000	0	140	orthorhombic	P	13.009000	22.579660	30.789530	90.334190	90.116859	90.021393	0.004220	-0.021000	-0.004000	1.970000	4851	0	22	-0.052237	-0.030736	0.047283	-0.027264	0.033970	-0.008010	-0.013136	-0.016171	-0.024917	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	133398357	-1	133405386	133786035	133398859	133405369	133405936	133786000	1	20935	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	854	mosflm-comb-latt-nocell-retry-multi-refine	9466.576172	0.000000	0.000000	0	131	orthorhombic	P	12.936930	22.689301	30.781031	90.143448	90.199028	90.297028	0.004430	0.001000	-0.007000	2.210000	5116	0	25	-0.060133	0.012981	0.046806	0.021779	-0.018580	0.033511	0.012393	0.028921	0.008088	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	133786057	-1	133792672	134194050	133786559	133792655	133793221	134194015	1	20934	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	851	mosflm-comb-latt-nocell-retry-multi-refine	9463.994141	0.000000	0.000000	0	285	orthorhombic	P	12.994630	22.626970	30.765841	89.736618	90.284370	89.790489	0.020790	-0.024000	-0.001000	2.270000	22427	0	218	0.049111	-0.021670	-0.055143	0.019754	-0.027336	0.028562	-0.020285	-0.023768	-0.008951	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	134194072	-1	134207771	135965339	134194574	134207754	134208323	135965304	1	20929	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	851	mosflm-comb-latt-nocell-retry-multi-refine	9463.994141	0.000000	0.000000	0	285	orthorhombic	P	13.014310	22.696461	30.788960	90.689888	90.659447	89.756653	0.019320	0.043000	-0.003000	2.100000	20132	0	134	-0.055053	0.053131	-0.007162	-0.029370	-0.031803	-0.008218	-0.006902	-0.002346	0.031655	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	134194072	-1	135965339	137543226	134194574	134207754	135965890	137543191	2	20929	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	850	mosflm-comb-latt-nocell-retry-multi-refine	9473.059570	0.000000	0.000000	0	246	orthorhombic	P	13.118600	22.598230	30.813511	90.197723	90.151077	90.164452	0.013770	0.008000	-0.026000	2.180000	14377	0	88	-0.034054	0.038479	-0.056307	-0.032026	0.012608	0.027813	0.017007	0.026537	0.007733	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	137543248	-1	137555153	138682259	137543750	137555136	137555703	138682224	1	20930	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	856	mosflm-comb-latt-nocell-retry-multi-refine	9471.812500	0.000000	0.000000	0	70	orthorhombic	P	12.960820	22.624990	30.784201	90.007820	90.001068	90.082123	0.002830	-0.005000	-0.007000	1.950000	3212	0	16	0.053826	0.028305	-0.047482	0.031593	-0.018979	0.024398	-0.002002	-0.026800	-0.018247	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	140574278	-1	140578086	140830379	140574779	140578069	140578636	140830344	1	20933	1506768128
