ifile	run	class	subcxi	event	indby	phoen	bmdv	bmbw	aclen	npeak	ltype	cent	a	b	c	alpha	beta	gamma	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	sfile	istart	iend	cstart	cend	pstart	pend	rstart	rend	multi	multiid	/cheetah/frameNumber	/LCLS/machineTime
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	630	mosflm-comb-latt-nocell-retry-multi-refine	9477.002873	0.00e+00	1.00e-08	0.120982	114	orthorhombic	P	13.17926	22.78736	30.74841	90.97677	90.81334	89.02653	0.00603	0.000	0.004	1.29	7002	0	26	+0.0521788	-0.0466173	+0.0293984	-0.0310283	-0.0307313	+0.0044426	+0.0067241	-0.0118410	-0.0295427	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	34194553	34749538	34200386	34749516	34195055	34200369	34200934	34749481	1	1	20555	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	632	mosflm-comb-latt-nocell-retry-multi-refine	9477.169485	0.00e+00	1.00e-08	0.120982	227	orthorhombic	P	13.06826	22.75670	30.84087	89.95449	89.95776	90.10482	0.00689	-0.001	-0.000	2.08	7959	0	40	+0.0335723	+0.0475822	-0.0496424	-0.0335796	+0.0280529	+0.0040555	+0.0152985	+0.0147300	+0.0245017	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	34749538	35384666	34760570	35384644	34750040	34760553	34761120	35384609	1	1	20557	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	634	none	9478.437010	0.00e+00	1.00e-08	0.120982	89	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	35384666	35389332	-1	-1	35385129	35389293	-1	-1	0	0	20559	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	631	none	9473.186560	0.00e+00	1.00e-08	0.120982	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	35389332	35390732	-1	-1	35389795	35390693	-1	-1	0	0	20556	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	633	mosflm-comb-latt-nocell-retry-multi-refine	9464.313965	0.00e+00	1.00e-08	0.120982	170	orthorhombic	P	13.12455	22.69077	30.69587	89.70184	90.52982	89.80772	0.00611	0.014	-0.014	1.55	7093	0	33	+0.0391580	-0.0633822	+0.0159782	-0.0376630	-0.0205463	+0.0100827	-0.0027151	-0.0098398	-0.0309391	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	35390732	35955445	35399141	35955423	35391234	35399124	35399690	35955388	1	1	20560	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	629	mosflm-comb-latt-nocell-retry-multi-refine	9479.249387	0.00e+00	1.00e-08	0.120982	266	orthorhombic	P	13.37830	22.76592	30.55752	90.74877	90.15438	90.85052	0.01888	0.036	0.057	2.26	21459	0	140	-0.0196809	-0.0555769	-0.0459608	+0.0192600	-0.0294516	+0.0263029	-0.0278920	-0.0040149	+0.0166448	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	35955445	39207011	35968270	37649893	35955947	35968253	35968820	37649858	2	1	20552	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	629	mosflm-comb-latt-nocell-retry-multi-refine	9479.249387	0.00e+00	1.00e-08	0.120982	266	orthorhombic	P	13.10247	22.75803	30.70171	90.13611	89.64822	90.01445	0.01822	-0.050	-0.064	2.04	19868	0	91	-0.0430817	-0.0618309	+0.0120869	+0.0341722	-0.0257683	-0.0099517	+0.0091741	-0.0000358	+0.0312535	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	35955445	39207011	37649893	39206989	35955947	35968253	37650444	39206954	2	2	20552	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	636	none	9479.011513	0.00e+00	1.00e-08	0.120982	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	39207011	39208963	-1	-1	39207474	39208924	-1	-1	0	0	20561	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	635	none	9482.078162	0.00e+00	1.00e-08	0.120982	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	39208963	39210502	-1	-1	39209426	39210463	-1	-1	0	0	20558	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	637	none	9475.291858	0.00e+00	1.00e-08	0.120982	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	39210502	39213605	-1	-1	39210965	39213566	-1	-1	0	0	20563	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	638	none	9476.899680	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	39213605	39214960	-1	-1	39214068	39214921	-1	-1	0	0	20562	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	639	mosflm-comb-latt-nocell-retry-multi-refine	9475.429644	0.00e+00	1.00e-08	0.120982	79	orthorhombic	P	13.16216	22.51698	30.96218	89.53544	90.84806	89.77215	0.00938	0.030	-0.014	1.25	10890	0	12	-0.0633392	-0.0166956	-0.0385099	+0.0200101	-0.0358064	-0.0170290	-0.0109924	-0.0175918	+0.0247612	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	39214960	40072893	39219183	40072871	39215461	39219166	39219733	40072836	1	1	20566	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	643	none	9479.040808	0.00e+00	1.00e-08	0.120982	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	40072893	40074156	-1	-1	40073356	40074117	-1	-1	0	0	20569	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	644	none	9476.576647	0.00e+00	1.00e-08	0.120982	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	40074156	40075373	-1	-1	40074619	40075334	-1	-1	0	0	20570	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	641	mosflm-comb-latt-nocell-retry-multi-refine	9482.813694	0.00e+00	1.00e-08	0.120982	170	orthorhombic	P	13.05462	22.82894	30.75745	90.88036	90.92403	89.33564	0.00746	-0.006	-0.003	1.36	8692	0	26	+0.0736646	-0.0115981	+0.0175796	-0.0102758	-0.0400589	+0.0144632	+0.0055835	-0.0126062	-0.0294531	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	40075373	40765301	40083782	40765279	40075875	40083765	40084332	40765244	1	1	20567	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	640	dirax-comb-nolatt-nocell-retry-multi-refine	9473.889230	0.00e+00	1.00e-08	0.120982	75	orthorhombic	P	12.88934	22.65852	31.44625	90.57264	90.00377	90.09359	0.00642	-0.006	0.007	1.16	7491	0	31	+0.0303839	+0.0633238	-0.0329564	-0.0383886	+0.0211692	+0.0051135	+0.0092107	+0.0104606	+0.0285849	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	40765301	41356776	40769341	41356754	40765803	40769324	40769890	41356719	1	1	20564	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	645	none	9479.244903	0.00e+00	1.00e-08	0.120982	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41356776	41358222	-1	-1	41357239	41358183	-1	-1	0	0	20572	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	646	none	9470.459287	0.00e+00	1.00e-08	0.120982	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41358222	41359392	-1	-1	41358685	41359353	-1	-1	0	0	20574	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	642	none	9475.733025	0.00e+00	1.00e-08	0.120982	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41359392	41361897	-1	-1	41359855	41361858	-1	-1	0	0	20568	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	648	none	9477.435247	0.00e+00	1.00e-08	0.120982	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41361897	41363205	-1	-1	41362360	41363166	-1	-1	0	0	20579	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	649	none	9479.711494	0.00e+00	1.00e-08	0.120982	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41363205	41364697	-1	-1	41363668	41364658	-1	-1	0	0	20580	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	650	mosflm-comb-latt-nocell-retry-multi-refine	9474.525937	0.00e+00	1.00e-08	0.120982	71	orthorhombic	P	13.08809	22.88300	30.64869	90.66247	90.90090	89.32198	0.00229	0.010	-0.026	1.38	2662	0	10	+0.0267374	+0.0705049	-0.0124171	-0.0382673	+0.0107602	-0.0181683	-0.0113596	+0.0099541	+0.0289284	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41364697	41577752	41368551	41577730	41365198	41368534	41369100	41577695	1	1	20581	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	652	mosflm-comb-latt-nocell-retry-multi-refine	9475.598841	0.00e+00	1.00e-08	0.120982	19	orthorhombic	P	12.79003	23.09116	31.10471	89.56321	90.21609	89.49461	0.00230	-0.031	-0.003	0.87	2680	0	8	+0.0453561	+0.0395878	+0.0498922	+0.0216658	+0.0167229	-0.0335657	-0.0205895	+0.0246836	-0.0006747	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41577752	41789835	41579215	41789813	41578253	41579198	41579765	41789778	1	1	20583	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	647	none	9477.434522	0.00e+00	1.00e-08	0.120982	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41789835	41791328	-1	-1	41790298	41791289	-1	-1	0	0	20576	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	654	none	9471.736582	0.00e+00	1.00e-08	0.120982	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41791328	41792544	-1	-1	41791791	41792505	-1	-1	0	0	20587	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	651	mosflm-comb-latt-nocell-retry-multi-refine	9473.048131	0.00e+00	1.00e-08	0.120982	178	orthorhombic	P	13.01318	22.82601	30.95000	90.99335	90.59462	90.22678	0.00890	-0.011	-0.020	1.73	10406	0	39	+0.0737596	-0.0120459	+0.0178978	+0.0099123	+0.0407683	-0.0126328	-0.0050926	+0.0111119	+0.0299160	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	41792544	42617097	41801321	42617075	41793046	41801304	41801872	42617040	1	1	20582	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	653	mosflm-comb-latt-nocell-retry-multi-refine	9479.683865	0.00e+00	1.00e-08	0.120982	223	orthorhombic	P	13.02088	22.77180	30.85779	89.94321	90.18346	90.28292	0.00541	0.007	-0.015	2.38	6232	0	45	-0.0003265	+0.0500074	+0.0582885	-0.0111275	+0.0323518	-0.0275323	-0.0313413	-0.0062747	+0.0053442	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	42617097	43116844	42627944	43116822	42617599	42627927	42628493	43116787	1	1	20585	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	655	mosflm-comb-latt-nocell-retry-multi-refine	9475.501529	0.00e+00	1.00e-08	0.120982	153	orthorhombic	P	13.11957	22.85527	30.77916	90.64106	90.24971	89.75237	0.00543	0.011	-0.023	1.74	6452	0	41	+0.0441796	+0.0590421	-0.0192927	-0.0357088	+0.0231593	-0.0101577	-0.0017043	+0.0113845	+0.0303844	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	43116844	43630499	43124471	43630477	43117346	43124454	43125020	43630442	1	1	20586	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	656	mosflm-comb-latt-nocell-retry-multi-refine	9477.726062	0.00e+00	1.00e-08	0.120982	205	orthorhombic	P	13.11092	22.73250	30.77383	90.01058	90.21775	89.97126	0.00451	0.014	-0.001	2.18	4463	0	61	-0.0374297	+0.0019013	-0.0664300	+0.0029831	+0.0438868	-0.0003995	+0.0281679	-0.0020550	-0.0160717	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	43630499	43991019	43640518	43990997	43631001	43640501	43641067	43990962	1	1	20590	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	657	mosflm-comb-latt-nocell-retry-multi-refine	9482.231753	0.00e+00	1.00e-08	0.120982	134	orthorhombic	P	13.04605	22.61199	30.88774	89.94664	89.85419	90.17615	0.00433	-0.010	-0.025	2.26	4882	0	23	+0.0384118	+0.0321739	-0.0580079	-0.0200633	-0.0271795	-0.0285404	-0.0238551	+0.0215693	-0.0037241	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	43991019	44380893	43997772	44380871	43991521	43997755	43998322	44380836	1	1	20588	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	658	mosflm-comb-latt-nocell-retry-multi-refine	9472.749835	0.00e+00	1.00e-08	0.120982	148	orthorhombic	P	12.93155	22.77950	31.18759	90.53618	90.29154	89.14302	0.00567	0.015	-0.025	1.50	6202	0	28	+0.0417938	-0.0317655	-0.0567951	+0.0203491	+0.0384913	-0.0056625	+0.0225708	-0.0084833	+0.0211378	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	44380893	44874920	44388290	44874898	44381395	44388273	44388839	44874863	1	1	20591	1506768166	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	659	mosflm-comb-latt-nocell-retry-multi-refine	9470.702881	0.00e+00	1.00e-08	0.120982	85	orthorhombic	P	13.03584	22.70208	30.68420	90.00601	90.57326	90.51827	0.00281	0.013	-0.004	1.44	3242	0	10	+0.0003379	-0.0767132	-0.0008447	-0.0368595	-0.0002953	-0.0241195	+0.0178400	+0.0000528	-0.0272754	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	44874920	45134063	44879419	45134041	44875421	44879402	44879968	45134006	1	1	20647	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	662	none	9470.523236	0.00e+00	1.00e-08	0.120982	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45134063	45135326	-1	-1	45134526	45135287	-1	-1	0	0	20650	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	663	mosflm-comb-latt-nocell-retry-multi-refine	9470.237401	0.00e+00	1.00e-08	0.120982	185	orthorhombic	P	13.12386	22.79836	30.94929	90.30174	90.07081	89.83840	0.00593	0.004	-0.015	1.71	6960	0	28	+0.0516739	+0.0503408	+0.0245289	+0.0288171	-0.0325665	+0.0057452	+0.0106573	+0.0038634	-0.0302576	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45135326	45690351	45144425	45690329	45135828	45144408	45144974	45690294	1	1	20651	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	660	none	9477.188785	0.00e+00	1.00e-08	0.120982	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45690351	45694605	-1	-1	45690814	45694566	-1	-1	0	0	20648	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	664	none	9470.030666	0.00e+00	1.00e-08	0.120982	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45694605	45703826	-1	-1	45695069	45703787	-1	-1	0	0	20652	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	661	none	9472.891119	0.00e+00	1.00e-08	0.120982	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45703826	45708539	-1	-1	45704289	45708500	-1	-1	0	0	20649	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	668	none	9473.384335	0.00e+00	1.00e-08	0.120982	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45708539	45713251	-1	-1	45709002	45713212	-1	-1	0	0	20659	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	665	none	9474.912456	0.00e+00	1.00e-08	0.120982	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45713251	45715066	-1	-1	45713714	45715027	-1	-1	0	0	20653	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	666	none	9477.101760	0.00e+00	1.00e-08	0.120982	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45715066	45716513	-1	-1	45715529	45716474	-1	-1	0	0	20656	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	667	mosflm-comb-latt-nocell-retry-multi-refine	9475.979047	0.00e+00	1.00e-08	0.120982	141	orthorhombic	P	13.09865	22.83873	30.73731	90.57528	90.63985	89.86589	0.00472	0.009	-0.021	1.81	5533	0	40	+0.0008538	+0.0762722	+0.0033073	-0.0419540	+0.0009142	-0.0125051	-0.0096202	-0.0008766	+0.0310703	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	45716513	46157638	45723588	46157616	45717015	45723571	45724137	46157581	1	1	20658	1506768169	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	671	none	9478.236466	0.00e+00	1.00e-08	0.120982	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	46157638	46160878	-1	-1	46158101	46160839	-1	-1	0	0	20663	1506768169	
